가입일,음성사서함이용,주간통화시간,주간통화횟수,주간통화요금,저녁통화시간,저녁통화횟수,저녁통화요금,밤통화시간,밤통화횟수,밤통화요금,상담전화건수,가입기간년,가입기간월,가입기간주,가입월,총통화시간,총통화횟수,총통화요금,시간당요금,횟수당시간,cluster_no,전화해지여부
90,28,158.4,51,28.6,236.8,118,20.1,124.4,111,5.54,2,0,7.0,1.0,3.0,519.6,280,54.24,0.10438799076212471,1.8557142857142859,0,0
201,0,262.5,288,23.5,224.1,92,28.82,282.2,221,6.22,0,0,16.0,3.0,6.0,768.8,601,58.54,0.07614464099895941,1.2792013311148085,2,0
39,1,292.6,222,44.0,223.4,43,20.44,224.8,41,9.22,2,0,3.0,0.0,1.0,740.8,306,73.66,0.09943304535637149,2.4209150326797384,0,0
232,34,222.3,93,38.0,222.9,33,22.99,264.8,30,2.23,2,0,19.0,4.0,7.0,710.0,156,63.21999999999999,0.08904225352112675,4.551282051282051,0,0
447,1,444.9,401,59.1,461.0,445,45.66,456.4,96,40.49,4,1,37.0,8.0,2.0,1362.3,942,145.25,0.10662115539895765,1.4461783439490445,1,0
221,1,232.8,200,24.0,224.1,229,23.02,233.7,93,6.32,2,0,18.0,4.0,7.0,690.5999999999999,522,53.339999999999996,0.07723718505647263,1.3229885057471262,2,0
88,0,323.7,323,31.7,208.3,208,32.32,209.0,99,9.28,2,0,7.0,1.0,2.0,741.0,630,73.3,0.09892037786774628,1.1761904761904762,2,0
327,0,262.3,320,32.6,321.7,328,28.28,329.4,29,32.32,0,0,27.0,6.0,10.0,913.4,677,93.2,0.10203634771184586,1.3491875923190546,2,0
30,1,262.8,93,23.6,221.7,24,22.9,237.7,33,22.33,3,0,2.0,0.0,1.0,722.2,150,68.83,0.09530600941567433,4.814666666666667,0,1
28,88,298.1,92,88.4,283.2,209,22.62,263.7,89,22.28,2,0,2.0,0.0,0.0,845.0,390,133.3,0.15775147928994085,2.1666666666666665,0,0
323,83,330.6,92,29.4,283.8,93,32.32,329.6,322,9.82,2,0,26.0,6.0,10.0,944.0000000000001,507,71.53999999999999,0.07578389830508472,1.861932938856016,2,0
87,1,229.0,289,23.9,270.6,99,22.98,289.3,221,20.62,2,0,7.0,1.0,2.0,788.9000000000001,609,67.5,0.08556217518063125,1.295402298850575,2,0
146,43,259.4,98,44.3,162.5,96,13.78,287.5,86,12.91,2,0,12.0,2.0,4.0,709.4,280,70.99,0.10007048209754722,2.5335714285714284,0,0
234,32,223.7,233,33.1,264.8,100,22.32,265.6,203,2.6,2,0,19.0,4.0,7.0,754.1,536,58.02,0.07693939795783053,1.4069029850746269,2,1
282,1,267.3,100,30.4,283.1,93,28.22,289.2,90,8.82,0,0,23.0,5.0,9.0,839.6000000000001,283,67.44,0.08032396379228203,2.96678445229682,0,0
230,0,263.2,222,23.7,221.3,94,23.23,222.5,202,20.22,2,0,19.0,4.0,7.0,707.0,518,67.15,0.09497878359264499,1.364864864864865,2,0
203,0,262.8,326,30.0,329.6,322,28.68,330.6,93,9.32,2,0,16.0,3.0,6.0,923.0000000000001,741,68.0,0.07367280606717226,1.2456140350877194,2,0
237,0,233.6,22,24.3,264.1,33,22.22,225.0,220,22.22,2,0,19.0,4.0,7.0,722.7,275,68.74,0.09511553895115538,2.628,0,0
229,0,211.0,96,30.3,289.0,80,28.02,220.7,203,20.8,2,0,19.0,4.0,7.0,720.7,379,79.12,0.1097821562369918,1.9015831134564645,0,0
81,1,231.1,229,28.8,226.9,29,28.29,222.3,29,20.86,2,0,6.0,1.0,2.0,680.3,287,77.95,0.11458180214611202,2.370383275261324,0,0
234,23,224.2,227,34.6,223.4,33,22.22,224.1,99,6.36,0,0,19.0,4.0,7.0,671.7,359,63.18,0.09405984814649396,1.8710306406685238,0,0
221,0,250.1,224,24.0,203.2,203,22.2,244.4,93,22.42,2,0,18.0,4.0,7.0,697.6999999999999,520,68.62,0.09835172710333956,1.3417307692307692,2,0
33,26,224.2,233,24.1,236.8,204,20.23,223.4,230,2.3,2,0,2.0,0.0,1.0,684.4,667,46.629999999999995,0.06813267095265926,1.0260869565217392,2,0
222,0,224.3,33,33.6,262.4,92,23.23,222.9,207,9.26,2,0,18.0,4.0,7.0,709.6,332,66.09,0.0931369785794814,2.1373493975903615,0,0
95,1,446.3,85,46.9,445.5,408,47.97,406.5,447,4.67,5,0,7.0,1.0,3.0,1298.3,940,99.54,0.07666949087267967,1.3811702127659573,1,0
24,0,295.6,45,43.5,222.5,205,22.34,229.8,230,4.44,0,0,2.0,0.0,0.0,747.9000000000001,480,70.28,0.09396978205642464,1.5581250000000002,2,0
87,1,228.4,22,29.4,289.6,92,22.28,267.5,288,2.29,2,0,7.0,1.0,2.0,785.5,402,53.97,0.06870782940802037,1.9539800995024876,0,0
329,83,269.0,323,29.5,323.6,208,28.89,323.6,202,8.29,0,0,27.0,6.0,10.0,916.2,733,66.68,0.07277886924252347,1.2499317871759892,2,0
224,29,230.1,202,40.6,226.7,43,29.2,425.1,25,22.42,0,0,18.0,4.0,7.0,881.9,270,92.22,0.104569679101939,3.266296296296296,0,0
292,37,236.9,22,27.6,225.3,226,23.32,230.1,34,22.36,2,0,24.0,5.0,9.0,692.3000000000001,282,73.28,0.10585006500072222,2.4549645390070927,0,0
223,1,33.6,23,23.3,232.9,210,22.39,221.1,66,9.22,2,0,18.0,4.0,7.0,487.6,299,54.91,0.11261279737489745,1.6307692307692307,0,0
224,1,249.5,30,22.3,230.0,45,24.23,232.8,22,2.44,3,0,18.0,4.0,7.0,712.3,97,48.97,0.0687491225607188,7.343298969072165,0,1
226,33,233.0,31,27.6,234.0,93,23.22,224.2,202,6.62,3,0,18.0,4.0,7.0,691.2,326,57.44,0.08310185185185184,2.1202453987730063,0,0
33,23,93.8,206,23.7,234.0,92,22.22,239.1,202,3.3,2,0,2.0,0.0,1.0,566.9,500,49.22,0.08682307285235491,1.1338,0,0
35,1,151.2,113,25.5,242.5,122,20.59,176.0,104,7.84,2,0,2.0,0.0,1.0,569.7,339,53.93000000000001,0.09466385817096717,1.6805309734513276,0,0
445,1,408.0,445,55.5,465.8,95,45.98,440.6,405,6.54,5,1,37.0,8.0,2.0,1314.4,945,108.02,0.0821819841752891,1.390899470899471,1,0
269,1,286.2,88,28.4,226.5,82,28.22,229.0,92,2.92,2,0,22.0,5.0,8.0,741.7,262,59.54,0.08027504381825536,2.8309160305343513,0,0
63,23,200.8,81,82.2,283.7,83,22.22,280.7,62,20.88,2,0,5.0,1.0,2.0,765.2,226,125.3,0.16374803972817562,3.385840707964602,0,0
289,0,298.8,223,80.4,229.4,202,29.02,229.2,210,20.82,2,0,24.0,5.0,9.0,757.4000000000001,635,130.24,0.1719566939529971,1.192755905511811,2,0
42,0,223.4,43,23.4,242.9,94,24.99,424.3,24,22.02,2,0,3.0,0.0,1.0,890.6,161,70.41,0.07905906130698405,5.53167701863354,0,0
282,0,222.2,92,30.3,222.8,201,22.82,283.9,28,22.26,2,0,23.0,5.0,9.0,728.9,321,75.38000000000001,0.10341610646179175,2.270716510903427,0,0
228,89,223.5,281,23.1,287.7,223,28.82,221.7,222,9.28,2,0,19.0,4.0,7.0,732.9,726,61.2,0.08350388866148178,1.009504132231405,2,0
229,1,290.4,93,23.8,223.4,230,20.82,202.3,221,9.22,2,0,19.0,4.0,7.0,716.0999999999999,544,53.84,0.07518503002373972,1.3163602941176469,2,0
237,0,239.3,100,22.6,222.5,224,22.63,294.5,23,23.22,2,0,19.0,4.0,7.0,756.3,347,68.45,0.09050641279915378,2.179538904899135,0,0
155,33,193.1,83,34.0,167.2,135,14.05,205.8,75,9.23,2,0,12.0,2.0,5.0,566.0999999999999,293,57.28,0.10118353647765414,1.9320819112627983,0,0
245,23,226.2,45,30.3,206.4,202,22.44,222.6,25,4.4,0,0,20.0,4.0,8.0,655.2,272,57.14,0.0872100122100122,2.408823529411765,0,0
283,1,283.2,322,27.1,323.3,32,28.32,328.2,209,8.02,8,0,23.0,5.0,9.0,934.7,563,63.44,0.06787204450625868,1.6602131438721137,2,1
209,32,323.5,321,31.0,287.4,29,32.82,289.4,209,8.28,0,0,17.0,4.0,6.0,900.3,559,72.1,0.08008441630567588,1.6105545617173522,2,0
228,1,222.6,222,20.8,283.7,92,22.29,271.0,206,2.68,8,0,19.0,4.0,7.0,777.3,520,45.77,0.058883314035764835,1.4948076923076923,2,1
50,1,451.2,445,41.9,448.4,409,48.48,449.9,91,8.04,4,0,4.0,0.0,1.0,1349.5,945,98.41999999999999,0.07293071507965912,1.428042328042328,1,0
202,1,289.9,26,83.9,286.3,68,28.22,223.6,93,20.98,8,0,16.0,3.0,6.0,799.8000000000001,187,133.1,0.16641660415103773,4.277005347593583,0,0
263,0,203.6,89,90.2,282.8,68,32.28,289.7,99,32.28,0,0,21.0,5.0,8.0,776.0999999999999,256,154.76,0.19940729287462958,3.0316406249999996,0,0
82,1,289.1,322,90.2,203.1,210,32.62,323.1,202,9.82,2,0,6.0,1.0,2.0,815.3000000000001,734,132.64,0.16268858089046973,1.1107629427792916,2,0
80,0,292.6,88,89.0,263.8,86,28.98,93.2,99,2.28,2,0,6.0,1.0,2.0,649.6000000000001,273,120.26,0.18512931034482755,2.37948717948718,0,0
83,1,223.3,89,28.3,229.9,22,22.22,294.2,223,8.88,2,0,6.0,1.0,2.0,747.4000000000001,334,59.4,0.07947551511907947,2.237724550898204,0,0
449,1,405.1,404,86.3,450.2,448,40.64,466.2,91,44.46,4,1,37.0,8.0,2.0,1321.5,943,171.4,0.12970109723798715,1.4013785790031814,1,0
203,1,223.2,207,23.2,32.8,223,6.39,264.4,232,2.32,2,0,16.0,3.0,6.0,520.4,662,31.91,0.061318216756341276,0.7861027190332326,2,0
26,1,228.1,220,24.6,207.6,68,22.82,208.7,229,9.88,0,0,2.0,0.0,0.0,644.4,517,57.300000000000004,0.08891992551210429,1.24642166344294,2,0
89,1,288.9,226,29.3,286.3,288,20.06,230.1,220,8.06,8,0,7.0,1.0,2.0,805.3000000000001,734,57.42,0.07130262014156215,1.0971389645776568,2,0
93,1,232.9,223,23.6,203.9,34,22.22,230.4,233,6.23,0,0,7.0,1.0,3.0,667.2,490,52.05,0.07801258992805754,1.3616326530612246,2,0
231,1,223.5,205,29.3,225.6,223,20.2,225.2,92,4.02,2,0,19.0,4.0,7.0,674.3,520,53.519999999999996,0.07937119976271689,1.2967307692307692,2,0
77,46,444.6,441,56.5,405.9,87,47.44,455.5,441,6.06,4,0,6.0,1.0,2.0,1306.0,969,110.0,0.08422664624808576,1.347781217750258,1,0
82,0,226.9,208,23.1,223.2,202,22.6,264.1,66,2.82,2,0,6.0,1.0,2.0,714.2,476,48.52,0.0679361523382806,1.500420168067227,2,0
98,1,207.1,93,35.9,177.1,153,14.98,233.1,116,10.48,5,0,8.0,1.0,3.0,617.3,362,61.36,0.09940061558399482,1.7052486187845302,0,0
68,0,231.8,223,23.8,282.9,228,22.68,230.1,98,22.29,2,0,5.0,1.0,2.0,744.8000000000001,549,68.77000000000001,0.09233351235230935,1.3566484517304191,2,1
286,1,209.9,93,28.9,204.7,223,22.62,288.5,203,6.08,0,0,23.0,5.0,9.0,703.1,519,57.599999999999994,0.08192291281467784,1.3547206165703276,2,0
203,1,283.9,280,28.0,222.4,203,28.26,288.4,82,8.82,2,0,16.0,3.0,6.0,794.6999999999999,565,65.08000000000001,0.08189253806467851,1.4065486725663716,2,0
203,1,224.1,43,45.8,230.6,223,22.0,232.6,209,2.42,2,0,16.0,3.0,6.0,687.3,475,70.22,0.10216790339007711,1.4469473684210525,2,0
230,20,222.4,243,24.5,224.7,92,24.44,230.6,220,3.24,0,0,19.0,4.0,7.0,677.7,555,52.18,0.07699572082042201,1.2210810810810813,2,0
203,29,321.4,96,84.1,289.6,33,32.29,208.5,322,9.32,2,0,16.0,3.0,6.0,819.5,451,125.70999999999998,0.15339841366687001,1.8170731707317074,2,0
263,0,223.3,209,30.7,226.4,36,22.23,233.7,23,6.29,2,0,21.0,5.0,8.0,683.4000000000001,268,59.22,0.08665496049165934,2.5500000000000003,0,0
67,0,287.1,289,29.5,280.5,206,28.82,283.6,288,8.28,2,0,5.0,1.0,2.0,851.2,783,66.6,0.0782424812030075,1.0871008939974458,2,0
323,1,324.4,330,27.9,326.5,93,29.32,290.8,93,2.26,8,0,26.0,6.0,10.0,941.7,516,59.48,0.06316236593394924,1.8250000000000002,2,1
224,0,220.6,220,33.6,233.3,32,23.02,263.4,29,22.3,0,0,18.0,4.0,7.0,717.3,281,78.92,0.11002369998605883,2.5526690391459073,0,0
449,1,407.0,94,57.2,456.4,444,45.47,445.8,445,44.05,5,1,37.0,8.0,2.0,1309.2,983,146.72,0.11206843874121601,1.3318413021363174,1,0
203,82,261.8,28,32.5,323.2,21,28.88,263.2,210,32.32,2,0,16.0,3.0,6.0,848.2,259,93.69999999999999,0.11046922895543503,3.274903474903475,0,0
222,1,289.7,202,28.3,224.0,23,22.98,231.2,203,8.02,8,0,18.0,4.0,7.0,744.9000000000001,428,59.3,0.07960800107396965,1.7404205607476637,0,0
232,21,223.1,203,37.5,97.5,32,3.22,221.2,224,2.63,2,0,19.0,4.0,7.0,541.8,459,43.35,0.08001107419712072,1.180392156862745,0,0
37,0,94.1,93,24.9,240.4,32,23.32,225.2,224,6.69,2,0,3.0,0.0,1.0,559.7,349,54.91,0.09810612828300874,1.6037249283667623,0,0
161,0,152.3,117,26.6,219.9,88,18.65,225.9,68,10.11,1,0,13.0,3.0,5.0,598.1,273,55.36,0.09255977261327537,2.190842490842491,0,0
60,0,406.2,97,57.0,478.8,447,45.58,405.6,459,9.09,0,0,5.0,1.0,2.0,1290.6,1003,111.67,0.08652564698589804,1.2867397806580259,1,1
169,1,266.9,106,46.3,158.9,89,13.45,288.7,111,12.95,3,0,14.0,3.0,5.0,714.5,306,72.7,0.10174947515745277,2.334967320261438,0,1
96,1,221.4,36,24.1,223.3,33,23.39,263.7,222,2.32,2,0,8.0,1.0,3.0,708.4000000000001,291,49.81,0.07031338226990401,2.434364261168385,0,0
62,0,292.6,328,88.7,282.9,96,32.92,323.4,98,9.98,2,0,5.0,1.0,2.0,898.9,522,131.6,0.14640115696962955,1.7220306513409962,2,0
82,1,289.2,92,20.4,263.3,93,28.98,284.3,282,22.22,2,0,6.0,1.0,2.0,836.8,467,71.6,0.0855640535372849,1.79186295503212,2,0
206,1,330.1,323,22.2,330.1,290,29.32,294.7,62,8.92,2,0,17.0,3.0,6.0,954.9000000000001,675,60.44,0.06329458582050476,1.4146666666666667,2,0
98,0,228.7,92,29.6,222.7,209,20.22,29.6,99,8.22,2,0,8.0,1.0,3.0,481.0,400,58.04,0.12066528066528066,1.2025,0,0
21,1,282.7,321,91.1,34.3,83,6.62,323.4,208,32.32,2,0,1.0,0.0,0.0,640.4,612,130.04,0.20306058713304184,1.04640522875817,2,0
69,0,229.6,282,23.1,229.2,89,29.22,209.6,223,9.2,2,0,5.0,1.0,2.0,668.4,594,61.519999999999996,0.09204069419509275,1.1252525252525252,2,0
29,1,299.6,99,84.6,227.4,89,9.92,230.6,209,20.98,2,0,2.0,0.0,0.0,757.6,397,115.5,0.15245512143611403,1.9083123425692696,0,0
63,1,263.3,89,34.1,284.2,210,32.98,82.9,322,2.89,2,0,5.0,1.0,2.0,630.4,621,69.97,0.11099302030456853,1.0151368760064412,2,0
288,0,228.4,93,80.2,283.1,93,28.92,297.4,89,8.86,2,0,24.0,5.0,9.0,808.9,275,117.98,0.14585239213747064,2.9414545454545453,0,0
287,1,290.3,100,22.8,224.1,228,22.68,299.6,28,28.22,2,0,23.0,5.0,9.0,814.0,356,73.7,0.09054054054054055,2.2865168539325844,0,1
28,0,92.9,287,27.5,281.0,222,28.88,209.9,22,9.28,0,0,2.0,0.0,0.0,583.8,531,65.66,0.11247002398081535,1.0994350282485874,2,0
445,55,447.1,89,59.1,458.1,448,44.85,451.7,87,44.44,4,1,37.0,8.0,2.0,1356.9,624,148.39,0.10935956960719286,2.174519230769231,1,0
113,0,93.6,85,16.0,178.6,92,15.1,160.2,72,7.19,3,0,9.0,2.0,3.0,432.4,249,38.29,0.0885522664199815,1.7365461847389558,0,0
93,30,203.5,241,43.2,206.2,224,22.42,230.6,224,4.44,2,0,7.0,1.0,3.0,640.3,689,70.06,0.10941746056536,0.9293178519593613,2,0
96,23,224.1,222,22.5,221.8,23,22.93,265.1,203,22.36,3,0,8.0,1.0,3.0,711.0,448,67.78999999999999,0.09534458509142052,1.5870535714285714,0,0
225,1,220.9,225,25.4,240.0,50,22.42,234.5,93,2.4,2,0,18.0,4.0,7.0,695.4,368,50.22,0.0722174288179465,1.889673913043478,0,0
283,1,83.3,86,29.6,228.8,22,20.82,283.9,229,20.62,0,0,23.0,5.0,9.0,596.0,337,71.04,0.11919463087248323,1.768545994065282,0,0
28,26,282.4,98,23.7,207.6,93,9.08,223.9,97,9.98,2,0,2.0,0.0,0.0,713.9,288,42.760000000000005,0.05989634402577393,2.4788194444444445,0,0
289,0,224.3,288,22.4,228.5,223,29.22,224.2,209,8.28,2,0,24.0,5.0,9.0,677.0,720,59.9,0.08847858197932053,0.9402777777777778,2,0
205,0,203.1,23,23.1,242.9,225,24.92,224.2,225,20.23,2,0,17.0,3.0,6.0,670.2,473,68.25,0.10183527305282004,1.4169133192389007,2,0
115,1,250.3,96,43.5,242.7,104,20.61,152.6,122,6.83,1,0,9.0,2.0,3.0,645.6,322,70.94,0.1098822800495663,2.004968944099379,0,1
224,1,239.4,223,22.9,221.3,93,22.36,223.3,36,2.33,2,0,18.0,4.0,7.0,684.0,352,47.589999999999996,0.06957602339181286,1.9431818181818181,0,0
228,1,226.7,228,23.2,206.4,22,9.08,292.3,202,8.9,2,0,19.0,4.0,7.0,725.4000000000001,452,41.18,0.0567686793493245,1.6048672566371684,2,0
23,23,262.1,34,24.3,224.9,29,23.96,223.1,92,3.33,2,0,1.0,0.0,0.0,710.1,155,51.59,0.07265173919166315,4.581290322580645,0,0
328,32,264.0,289,33.4,330.4,97,32.32,322.5,209,6.82,2,0,27.0,6.0,10.0,916.9,595,72.53999999999999,0.07911440724179299,1.5410084033613445,2,0
33,1,287.6,320,20.4,283.8,92,29.32,262.5,89,2.32,2,0,2.0,0.0,1.0,833.9000000000001,501,52.04,0.062405564216332886,1.6644710578842317,2,0
229,0,292.2,223,83.6,269.1,289,22.82,211.2,100,2.92,2,0,19.0,4.0,7.0,772.5,612,109.33999999999999,0.14154045307443364,1.2622549019607843,2,0
323,81,282.9,29,28.0,269.5,92,32.09,320.7,89,32.28,2,0,26.0,6.0,10.0,873.0999999999999,210,92.37,0.10579544153017983,4.157619047619047,0,0
223,1,292.5,223,45.9,225.0,223,20.94,244.9,202,22.42,2,0,18.0,4.0,7.0,762.4,648,89.26,0.11707764952780693,1.1765432098765432,2,0
321,0,289.0,33,30.0,264.6,323,32.32,260.3,92,32.2,2,0,26.0,6.0,10.0,813.9000000000001,448,94.52000000000001,0.11613220297333825,1.8167410714285717,2,1
24,1,245.4,34,24.4,229.4,90,29.42,225.1,92,3.32,2,0,2.0,0.0,0.0,699.9,216,57.14,0.08164023431918846,3.2402777777777776,0,0
22,1,224.3,223,23.8,244.2,223,22.42,231.5,45,2.22,4,0,1.0,0.0,0.0,700.0,491,48.44,0.0692,1.4256619144602851,2,0
48,28,174.9,109,29.9,139.5,94,11.7,204.8,109,9.17,1,0,4.0,0.0,1.0,519.2,312,50.769999999999996,0.0977850539291217,1.6641025641025642,0,0
229,0,292.9,200,80.2,283.3,88,29.26,298.1,62,8.28,0,0,19.0,4.0,7.0,874.3000000000001,350,117.74000000000001,0.13466773418734987,2.498,0,1
226,0,293.8,33,35.3,263.5,223,22.29,241.1,223,20.29,2,0,18.0,4.0,7.0,798.4,479,77.88,0.09754509018036071,1.6668058455114823,2,0
93,29,230.1,92,31.4,239.4,39,26.03,263.2,27,2.39,3,0,7.0,1.0,3.0,732.7,158,59.82,0.08164323734134024,4.637341772151899,0,0
450,88,451.1,405,41.7,449.1,89,48.69,468.9,448,44.88,4,1,37.0,8.0,3.0,1369.1,942,135.27,0.0988021327879629,1.4533970276008492,1,0
24,22,222.3,210,25.2,223.3,92,29.2,223.4,223,2.32,2,0,2.0,0.0,0.0,669.0,525,56.72,0.08478325859491778,1.2742857142857142,2,0
209,0,264.6,289,33.9,282.3,210,28.09,211.2,328,9.32,0,0,17.0,4.0,6.0,758.1000000000001,827,71.31,0.09406410763751483,0.9166868198307135,2,0
405,0,409.8,404,89.5,450.0,97,49.48,445.1,89,4.46,8,1,33.0,7.0,1.0,1304.9,590,143.44,0.10992413211740362,2.2116949152542373,1,0
67,0,209.9,82,88.3,228.9,88,22.28,262.8,202,22.92,8,0,5.0,1.0,2.0,701.6,372,133.5,0.1902793614595211,1.886021505376344,0,0
207,0,329.2,98,86.9,284.8,21,32.92,260.6,322,32.2,8,0,17.0,3.0,6.0,874.6,441,152.02,0.17381660187514292,1.983219954648526,2,0
90,29,244.3,203,44.0,229.3,225,24.32,242.5,221,3.42,2,0,7.0,1.0,3.0,716.1,649,71.74,0.1001815388912163,1.1033898305084746,2,0
322,1,209.2,280,88.3,323.2,202,28.09,329.7,99,8.02,0,0,26.0,6.0,10.0,862.0999999999999,581,124.41,0.14431040482542629,1.4838209982788295,2,0
23,1,283.7,209,82.6,299.3,229,26.88,207.3,97,9.8,2,0,1.0,0.0,0.0,790.3,535,119.27999999999999,0.15093002657218776,1.477196261682243,2,0
43,1,245.6,222,50.2,203.9,209,22.32,223.0,203,9.42,2,0,3.0,0.0,1.0,672.5,634,81.94000000000001,0.12184386617100373,1.0607255520504733,2,0
63,22,223.0,86,29.9,261.4,98,28.68,290.6,209,6.99,0,0,5.0,1.0,2.0,775.0,393,65.57,0.08460645161290321,1.9720101781170483,0,0
233,1,204.4,223,33.5,221.2,233,20.22,230.4,202,3.06,2,0,19.0,4.0,7.0,656.0,658,56.78,0.0865548780487805,0.9969604863221885,2,0
269,0,283.3,92,27.9,270.6,209,32.88,289.0,99,8.8,6,0,22.0,5.0,8.0,842.9000000000001,400,69.58,0.0825483449994068,2.10725,0,0
222,27,282.8,88,29.3,289.7,229,28.28,224.0,92,22.22,2,0,18.0,4.0,7.0,796.5,409,79.8,0.10018832391713747,1.9474327628361858,0,0
83,82,284.0,92,91.3,290.4,222,28.6,208.2,222,9.82,0,0,6.0,1.0,2.0,782.5999999999999,536,129.72,0.16575517505750065,1.4600746268656715,2,0
24,1,233.4,224,33.3,239.2,91,20.32,262.3,204,2.32,2,0,2.0,0.0,0.0,734.9000000000001,519,55.94,0.07611919989114165,1.4159922928709057,2,0
223,1,225.2,224,22.1,230.5,93,22.29,222.9,44,20.22,4,0,18.0,4.0,7.0,678.6,361,64.61,0.09521072796934865,1.8797783933518006,0,1
98,0,322.7,326,90.5,320.8,209,20.32,322.4,202,8.32,8,0,8.0,1.0,3.0,965.9,737,119.13999999999999,0.12334610208096075,1.310583446404342,2,1
444,1,461.4,410,47.8,445.4,454,44.46,440.4,97,5.44,4,1,37.0,8.0,2.0,1347.1999999999998,961,97.69999999999999,0.072520783847981,1.4018730489073878,1,0
63,1,222.4,94,30.2,239.5,90,22.32,222.4,100,2.32,2,0,5.0,1.0,2.0,684.3,284,54.839999999999996,0.08014028934677773,2.4095070422535207,0,0
24,0,223.6,202,22.4,323.7,24,22.09,224.0,204,20.03,2,0,2.0,0.0,0.0,771.3,430,64.52,0.08365097886684818,1.793720930232558,0,0
96,0,450.8,445,46.0,449.6,447,48.57,444.8,90,9.56,5,0,8.0,1.0,3.0,1345.2,982,104.13,0.0774085637823372,1.369857433808554,1,0
22,1,223.0,237,24.2,233.9,224,22.36,232.4,23,22.36,2,0,1.0,0.0,0.0,689.3,484,68.92,0.09998549252865227,1.4241735537190081,2,0
224,1,234.3,64,41.5,210.3,93,22.33,221.6,210,9.23,2,0,18.0,4.0,7.0,666.2,367,73.06,0.1096667667367157,1.815258855585831,0,0
224,0,223.4,225,24.9,205.1,22,9.04,292.4,203,4.9,2,0,18.0,4.0,7.0,720.9,450,38.839999999999996,0.053877098071854625,1.6019999999999999,2,0
201,22,223.1,201,84.1,286.8,20,20.02,293.4,93,8.62,0,0,16.0,3.0,6.0,803.3,314,112.74,0.14034607245113906,2.55828025477707,0,0
33,0,221.0,226,34.3,224.1,203,22.26,235.0,34,2.22,2,0,2.0,0.0,1.0,680.1,463,58.78,0.0864284664019997,1.4688984881209504,0,0
222,1,233.6,32,28.3,233.9,93,23.22,223.8,63,2.93,2,0,18.0,4.0,7.0,691.3,188,54.449999999999996,0.07876464631853031,3.677127659574468,0,0
449,49,447.7,97,44.9,466.9,404,44.49,447.2,78,6.55,5,1,37.0,8.0,2.0,1361.8,579,95.94,0.07045087384344251,2.351986183074266,1,1
328,1,283.5,92,84.5,324.1,90,28.32,289.7,93,20.8,2,0,27.0,6.0,10.0,897.3,275,133.62,0.14891340688732865,3.2629090909090905,0,0
202,0,228.9,209,28.9,263.4,228,28.28,290.4,209,22.62,0,0,16.0,3.0,6.0,782.6999999999999,646,79.8,0.10195477194327329,1.211609907120743,2,0
62,20,209.6,29,34.4,281.3,201,28.88,323.1,329,2.88,2,0,5.0,1.0,2.0,814.0,559,66.16,0.08127764127764127,1.4561717352415027,2,1
222,1,224.2,223,44.9,403.0,44,24.49,244.0,243,4.24,2,0,18.0,4.0,7.0,871.2,510,73.63,0.08451561065197429,1.708235294117647,2,1
27,0,230.3,200,24.2,262.4,90,22.23,294.3,203,3.23,2,0,2.0,0.0,0.0,787.0,493,49.66,0.06310038119440914,1.5963488843813387,2,1
89,0,228.9,202,80.3,263.3,83,22.22,230.8,69,8.08,8,0,7.0,1.0,2.0,723.0,354,110.6,0.15297372060857536,2.042372881355932,0,0
31,0,234.0,39,24.1,233.9,24,22.29,234.0,233,20.39,0,0,2.0,0.0,1.0,701.9,296,66.78,0.09514175808519733,2.3712837837837837,0,0
29,0,324.8,321,29.2,292.7,93,26.29,288.7,69,6.08,2,0,2.0,0.0,0.0,906.2,483,61.56999999999999,0.06794305892738908,1.8761904761904762,2,0
281,1,269.9,328,29.9,327.4,88,28.28,330.1,203,8.02,2,0,23.0,5.0,9.0,927.4,619,66.2,0.07138235928401984,1.4982229402261713,2,0
99,0,230.4,207,23.2,99.6,206,8.86,281.2,89,20.89,2,0,8.0,1.0,3.0,611.2,502,52.95,0.08663285340314136,1.2175298804780876,2,0
93,1,223.9,222,22.7,223.2,33,23.22,223.8,33,3.02,0,0,7.0,1.0,3.0,670.9000000000001,288,48.940000000000005,0.07294678789685496,2.329513888888889,0,0
222,1,243.7,224,24.6,26.9,203,3.22,245.0,40,3.49,2,0,18.0,4.0,7.0,515.5999999999999,467,31.310000000000002,0.0607253685027153,1.10406852248394,0,0
90,23,223.2,93,22.6,232.2,91,29.69,223.5,203,20.0,2,0,7.0,1.0,3.0,678.9,387,72.29,0.10648107232287525,1.754263565891473,0,0
89,0,65.4,48,42.3,466.0,445,44.84,446.2,441,9.86,8,0,7.0,1.0,2.0,977.5999999999999,934,97.0,0.0992225859247136,1.046680942184154,1,0
20,1,222.9,223,83.0,230.7,229,28.88,230.3,222,20.06,2,0,1.0,0.0,0.0,683.9000000000001,674,131.94,0.19292294195057755,1.0146884272997034,2,0
24,1,260.8,220,23.3,223.8,22,23.23,223.6,22,2.33,0,0,2.0,0.0,0.0,708.2,264,48.86,0.06899181022310082,2.6825757575757576,0,0
24,0,237.5,203,20.6,263.9,32,22.2,230.4,224,22.62,3,0,2.0,0.0,0.0,731.8,459,65.42,0.08939600983875376,1.5943355119825706,2,0
290,0,229.7,208,28.5,290.3,208,26.22,229.4,99,20.08,2,0,24.0,5.0,9.0,749.4,515,74.8,0.09981318388043768,1.4551456310679611,2,0
